Country, Name, Start, End, Full Name, Web reference
Australia, Arthur Fadden, 1941-08-29,1931-10-07, Prime Minister Arthur Fadden, http://www.worldpresidentsdb.com/Arthur-Fadden/
Australia, John Curtin, 1941-10-07,1945-07-05, Prime Minister John Curtin, http://www.worldpresidentsdb.com/John-Curtin/
Australia, Frank Forde, 1945-07-06,1945-07-12, Prime Minister Frank Forde, http://www.worldpresidentsdb.com/Frank-Forde/
Australia, Ben Chifley, 1945-07-13,1949-12-19, Prime Minister Ben Chifley, http://www.worldpresidentsdb.com/Ben-Chifley/
Australia, Harold Holt, 1966-01-26,1967-12-17, Prime Minister Harold Holt, http://www.worldpresidentsdb.com/Harold-Holt/
Australia, John McEwen, 1967-12-19,1968-01-10, Prime Minister John McEwen, http://www.worldpresidentsdb.com/John-McEwen/
Australia, John Gorton, 1968-01-10,1971-03-10, Prime Minister John Gorton, http://www.worldpresidentsdb.com/John-Gorton/
Australia, William McMahon, 1971-03-10,1972-12-05, Prime Minister William McMahon, http://www.worldpresidentsdb.com/William-McMahon/
Australia, Gough Whitlam, 1972-12-05,1975-11-11, Prime Minister Gough Whitlam, http://www.worldpresidentsdb.com/Gough-Whitlam/
Australia, Malcolm Fraser, 1975-11-11,1983-03-11, Prime Minister Malcolm Fraser, http://www.worldpresidentsdb.com/Malcolm-Fraser/
Australia, Robert Hawke, 1983-03-11,1991-12-20, Prime Minister Robert Hawke, http://www.worldpresidentsdb.com/Robert-Hawke/
Australia, Paul Keating, 1991-12-20,1996-03-11, Prime Minister Paul Keating, http://www.worldpresidentsdb.com/Paul-Keating/
Australia, John Howard, 1996-03-11,2007-12-03, Prime Minister John Howard, http://www.worldpresidentsdb.com/John-Howard/
Australia, Kevin Rudd, 2007-12-03,2010-06-24, Prime Minister Kevin Rudd, http://www.worldpresidentsdb.com/Kevin-Rudd/
Australia, Julia Gillard, 2010-06-24,2013-06-27, Prime Minister Julia Gillard, http://www.worldpresidentsdb.com/Julia-Gillard/
Australia, Tony Abbott, 2013-09-18,2015-09-15, Prime Minister Tony Abbott, http://www.worldpresidentsdb.com/Tony-Abbott/
Australia, Malcolm Turnbull, 2015-09-15,Acting, Prime Minister Malcolm Turnbull, http://www.worldpresidentsdb.com/Tony-Abbott/
Iran, Akbar Hashemi Rafsanjani, 1989-08-03,1993-08-03, President Akbar Hashemi Rafsanjani, http://www.worldpresidentsdb.com/Akbar-Hashemi-Rafsanjani/
Iran, Akbar Hashemi Rafsanjani, 1993-08-03,1997-08-03, President Akbar Hashemi Rafsanjani, http://www.worldpresidentsdb.com/Akbar-Hashemi-Rafsanjani/
Iran, Mohammad Khatami, 1997-08-03,2001-08-03, President Mohammad Khatami, http://www.worldpresidentsdb.com/Mohammad-Khatami/
Iran, Mohammad Khatami, 2001-08-03,2005-08-03, President Mohammad Khatami, http://www.worldpresidentsdb.com/Mohammad-Khatami/
Iran, Mahmoud Ahmadinejad, 2005-08-03,2013-08-03, President Mahmoud Ahmadinejad, http://www.worldpresidentsdb.com/Mahmoud-Ahmadinejad/
Iran, Hassan Rouhani, 2013-08-04,Acting, President Hassan Rouhani, http://www.worldpresidentsdb.com/Hassan-Rouhani/
Cuba, Fidel Castro, 1959-02-16,2008-02-24, President Fidel Castro, http://www.worldpresidentsdb.com/Fidel-Castro/
Cuba, Raul Castro, 2008-02-24,Acting, Dictator Raul Castro, http://www.worldpresidentsdb.com/Raul-Castro/
Venezuela, Rafael Caldera, 1969-03-11,1974-03-11, President Rafael Caldera, http://www.worldpresidentsdb.com/Rafael-Caldera/
Venezuela, Rafael Caldera, 1994-02-02,1999-02-02, President Rafael Caldera, http://www.worldpresidentsdb.com/Rafael-Caldera/
Venezuela, Hugo Chavez, 1999-02-02,2001-01-10, President Hugo Chavez, http://www.worldpresidentsdb.com/Hugo-Chavez/
Venezuela, Hugo Chavez, 2001-01-10,2007-01-10, President Hugo Chavez, http://www.worldpresidentsdb.com/Hugo-Chavez/
Venezuela, Hugo Chavez, 2007-01-10,2013-01-10, President Hugo Chavez, http://www.worldpresidentsdb.com/Hugo-Chavez/
Venezuela, Hugo Chavez, 2013-01-10,2013-03-05, President Hugo Chavez, http://www.worldpresidentsdb.com/Hugo-Chavez/
Venezuela, Octavio Lepage, 1993-05-21,1993-06-05, President Octavio Lepage, http://www.worldpresidentsdb.com/Octavio-Lepage/
Venezuela, Nicolas Maduro, 2013-04-19,Acting, President Nicolas Maduro, http://www.worldpresidentsdb.com/Nicolas-Maduro/
Venezuela, Ramon Jose Velasquez, 1993-06-05,1994-02-02, President Ramon Jose Velasquez, http://www.worldpresidentsdb.com/Ramon-Jose-Velasquez/
Guatemala, Oscar Berger, 2004-01-14,2008-01-14, President Oscar Berger, http://www.worldpresidentsdb.com/Oscar-Berger/
Guatemala, Otto Perez Molina, 2012-01-14,Acting, President Otto Perez Molina, http://www.worldpresidentsdb.com/Otto-Perez-Molina/
Guatemala, Alfonso Portillo, 2000-01-14,2004-01-14, President Alfonso Portillo, http://www.worldpresidentsdb.com/Alfonso-Portillo/
China, Hu Jintao, 2002-11-15,2012-11-15, President Hu Jintao, http://www.worldpresidentsdb.com/Hu-Jintao/
China, Yang Shangkun, 1988-04-08,1993-03-27, President Yang Shangkun, http://www.worldpresidentsdb.com/Yang-Shangkun/
China, Xi Jinping, 2013-03-14,Acting, President Xi Jinping, http://www.worldpresidentsdb.com/Xi-Jinping/
China, Jiang Zemin, 1993-03-27,2003-03-15, President Jiang Zemin, http://www.worldpresidentsdb.com/Jiang-Zemin/
Chile, Patricio Aylwin, 1990-03-11,1994-03-11, President Patricio Aylwin, http://www.worldpresidentsdb.com/Patricio-Aylwin/
Chile, Michelle Bachelet, 2006-03-11,2010-03-11, President Michelle Bachelet, http://www.worldpresidentsdb.com/Michelle-Bachelet/
Chile, Michelle Bachelet, 2014-03-11,Acting, President Michelle Bachelet, http://www.worldpresidentsdb.com/Michelle-Bachelet/
Chile, Eduardo Frei Ruiz Tagle, 1994-03-11,2000-03-11, President Eduardo Frei Ruiz Tagle, http://www.worldpresidentsdb.com/Eduardo-Frei-Ruiz-Tagle/
Chile, Ricardo Lagos, 2000-03-11,2006-03-11, President Ricardo Lagos, http://www.worldpresidentsdb.com/Ricardo-Lagos/
Chile, Sebastian Pinera, 2010-03-11,2014-03-11, President Sebastian Pinera, http://www.worldpresidentsdb.com/Sebastian-Pinera/
Chile, Pinochet, 1974-06-27,1990-03-11, President Pinochet, http://www.worldpresidentsdb.com/Pinochet/
Belgium, Herman Van Rompuy, 2008-12-30,2009-11-25, Prime Minister Herman Van Rompuy, http://www.worldpresidentsdb.com/Herman-Van-Rompuy/
Belgium, Yves Leterme, 2009-11-25,2011-12-06, Prime Minister Yves Leterme, http://www.worldpresidentsdb.com/Yves-Leterme/
Belgium, Yves Leterme, 2008-03-20,2008-12-30, Prime Minister Yves Leterme, http://www.worldpresidentsdb.com/Yves-Leterme/
Belgium, Elio Di Rupo, 2011-12-06,2014-10-11, Prime Minister Elio Di Rupo, http://www.worldpresidentsdb.com/Elio-Di-Rupo/
Belgium, Charles Michel, 2014-11-11,Acting, Prime Minister Charles Michel, http://www.worldpresidentsdb.com/Charles-Michel/
Thailand, Thaksin Shinawatra, 2006-05-23,2006-09-19, Prime Minister Thaksin Shinawatra, http://www.worldpresidentsdb.com/Thaksin-Shinawatra/
Thailand, Thaksin Shinawatra, 2001-02-09,2006-04-05, Prime Minister Thaksin Shinawatra, http://www.worldpresidentsdb.com/Thaksin-Shinawatra/
Thailand, Abhisit Vejjajiva, 2008-12-17,2011-08-05, Prime Minister Abhisit Vejjajiva, http://www.worldpresidentsdb.com/Abhisit-Vejjajiva/
Thailand, Yingluck Shinawatra, 2011-08-05,2014-05-07, Prime Minister Yingluck Shinawatra, http://www.worldpresidentsdb.com/Yingluck-Shinawatra/
Thailand, Prayut Chan o cha, 2014-08-24,Acting, Prime Minister Prayut Chan o cha, http://www.worldpresidentsdb.com/Prayut-Chan-o-cha/
Dominican Republic, Hipolito Mejia, 2000-08-16,2004-08-16, President Hipolito Mejia, http://www.worldpresidentsdb.com/Hipolito-Mejia/
Dominican Republic, Leonel Fernandez, 2004-08-16,2012-08-16, President Leonel Fernandez, http://www.worldpresidentsdb.com/Leonel-Fernandez/
Dominican Republic, Leonel Fernandez, 1996-08-16,2000-08-16, President Leonel Fernandez, http://www.worldpresidentsdb.com/Leonel-Fernandez/
Dominican Republic, Danilo Medina, 2012-08-16,Acting, President Danilo Medina, http://www.worldpresidentsdb.com/Danilo-Medina/
Germany, Karl Carstens, 1979-07-01,1984-06-30, President Karl Carstens, http://www.worldpresidentsdb.com/Karl-Carstens/
Germany, Joachim Gauck, 2012-03-18,Acting, President Joachim Gauck, http://www.worldpresidentsdb.com/Joachim-Gauck/
Germany, Roman Herzog, 1994-07-01,1999-07-01, President Roman Herzog, http://www.worldpresidentsdb.com/Roman-Herzog/
Germany, Theodor Heuss, 1949-09-13,1954-09-13, President Theodor Heuss, http://www.worldpresidentsdb.com/Theodor-Heuss/
Germany, Theodor Heuss, 1954-09-13,1959-09-13, President Theodor Heuss, http://www.worldpresidentsdb.com/Theodor-Heuss/
Germany, Horst Kohler, 2004-07-01,2010-05-31, President Horst Kohler, http://www.worldpresidentsdb.com/Horst-Kohler/
Germany, Johannes Rau, 1999-07-01,2004-07-01, President Johannes Rau, http://www.worldpresidentsdb.com/Johannes-Rau/
Germany, Richard von Weizsacker, 1984-07-01,1994-06-30, President Richard von Weizsacker, http://www.worldpresidentsdb.com/Richard-von-Weizsacker/
Germany, Christian Wulff, 2010-07-02,2012-02-17, President Christian Wulff, http://www.worldpresidentsdb.com/Christian-Wulff/
Philippines, Emilio Aguinaldo, 1897-03-22,1901-04-01, President Emilio Aguinaldo, http://www.worldpresidentsdb.com/Emilio-Aguinaldo/
Philippines, Manuel L Quezon, 1935-11-15,1944-08-01, President Manuel L Quezon, http://www.worldpresidentsdb.com/Manuel-L-Quezon/
Philippines, Jose P Laurel, 1943-10-14,1945-08-17, President Jose P Laurel, http://www.worldpresidentsdb.com/Jose-P-Laurel/
Philippines, Sergio Osmena, 1944-08-01,1946-05-28, President Sergio Osmena, http://www.worldpresidentsdb.com/Sergio-Osmena/
Philippines, Manuel Roxas, 1946-05-28,1948-04-15, President Manuel Roxas, http://www.worldpresidentsdb.com/Manuel-Roxas/
Philippines, Elpidio Quirino, 1948-04-17,1953-12-30, President Elpidio Quirino, http://www.worldpresidentsdb.com/Elpidio-Quirino/
Philippines, Ramon Magsaysay, 1953-12-30,1957-03-17, President Ramon Magsaysay, http://www.worldpresidentsdb.com/Ramon-Magsaysay/
Philippines, Carlos P Garcia, 1957-03-17,1961-12-30, President Carlos P Garcia, http://www.worldpresidentsdb.com/Carlos-P-Garcia/
Philippines, Diosdado Macapagal, 1961-12-30,1965-12-30, President Diosdado Macapagal, http://www.worldpresidentsdb.com/Diosdado-Macapagal/
Philippines, Ferdinand Marcos, 1965-12-30,1986-02-25, President Ferdinand Marcos, http://www.worldpresidentsdb.com/Ferdinand-Marcos/
Philippines, Corazon Aquino, 1986-02-25,1992-06-30, President Corazon Aquino, http://www.worldpresidentsdb.com/Corazon-Aquino/
Philippines, Fidel V Ramos, 1992-06-30,1998-06-30, President Fidel V Ramos, http://www.worldpresidentsdb.com/Fidel-V-Ramos/
Philippines, Joseph Estrada, 1998-06-30,2001-01-20, President Joseph Estrada, http://www.worldpresidentsdb.com/Joseph-Estrada/
Philippines, Gloria Macapagal Arroyo, 2001-01-20,2010-06-30, President Gloria Macapagal Arroyo, http://www.worldpresidentsdb.com/Gloria-Macapagal-Arroyo/
Philippines, Benigno Aquino III, 2010-06-30,2016-06-30, President Benigno Aquino III, http://www.worldpresidentsdb.com/Benigno-Aquino-III/
Philippines, Rodrigo Duterte, 2016-06-30,Acting, President Duterte, http://www.worldpresidentsdb.com/Benigno-Aquino-III/
Poland, Lech Kaczynski, 2005-12-23,2010-04-10, President Lech Kaczynski, http://www.worldpresidentsdb.com/Lech-Kaczynski/
Poland, Bronislaw Komorowski, 2010-08-06,Acting, President Bronislaw Komorowski, http://www.worldpresidentsdb.com/Bronislaw-Komorowski/
Poland, Bronislaw Komorowski, 2010-04-10,2010-07-08, President Bronislaw Komorowski, http://www.worldpresidentsdb.com/Bronislaw-Komorowski/
Poland, Aleksander Kwasniewski, 1995-12-23,2000-12-23, President Aleksander Kwasniewski, http://www.worldpresidentsdb.com/Aleksander-Kwasniewski/
Poland, Aleksander Kwasniewski, 2000-12-23,2005-12-23, President Aleksander Kwasniewski, http://www.worldpresidentsdb.com/Aleksander-Kwasniewski/
Poland, Lech Walesa, 1990-12-23,1995-12-23, President Lech Walesa, http://www.worldpresidentsdb.com/Lech-Walesa/
Spain, Jose Maria Aznar, 1996-05-04,2000-05-04, Prime Minister Jose Maria Aznar, http://www.worldpresidentsdb.com/Jose-Maria-Aznar/
Spain, Jose Maria Aznar, 2000-05-04,2004-04-17, Prime Minister Jose Maria Aznar, http://www.worldpresidentsdb.com/Jose-Maria-Aznar/
Spain, Francisco Franco, 1939-02-05,1975-11-20, Dictator Francisco Franco, http://www.worldpresidentsdb.com/Francisco-Franco/
Spain, Felipe Gonzalez, 1982-12-01,1996-05-04, Prime Minister Felipe Gonzalez, http://www.worldpresidentsdb.com/Felipe-Gonzalez/
Spain, Mariano Rajoy, 2011-12-21,Acting, Prime Minister Mariano Rajoy, http://www.worldpresidentsdb.com/Mariano-Rajoy/
Spain, Jose Luis Rodriguez Zapatero, 2004-04-17,2011-12-21, Prime Minister Jose Luis Rodriguez Zapatero, http://www.worldpresidentsdb.com/Jose-Luis-Rodriguez-Zapatero/
Ukraine, Leonid Kuchma, 1994-07-19,2005-01-23, President Leonid Kuchma, http://www.worldpresidentsdb.com/Leonid-Kuchma/
Ukraine, Viktor Yuschenko, 2005-01-23,2010-02-25, President Viktor Yuschenko, http://www.worldpresidentsdb.com/Viktor-Yuschenko/
Ukraine, Viktor Yanukovych, 2010-02-25,2014-02-22, President Viktor Yanukovych, http://www.worldpresidentsdb.com/Viktor-Yanukovych/
Ukraine, Petro Poroshenko, 2014-06-07,Acting, President Petro Poroshenko, http://www.worldpresidentsdb.com/Petro-Poroshenko/
Singapore, Yusof bin Ishak, 1965-08-09,1970-11-23, President Yusof bin Ishak, http://www.worldpresidentsdb.com/Yusof-bin-Ishak/
Singapore, Benjamin Sheares, 1971-01-02,1981-05-12, President Benjamin Sheares, https://en.wikipedia.org/wiki/Benjamin_Sheares
Singapore, Devan Nair, 1981-10-23,1985-03-27, President Devan Nair, http://www.worldpresidentsdb.com/Devan-Nair/
Singapore, Wee Kim Wee, 1985-09-02,1993-09-01, President Wee Kim Wee, http://www.worldpresidentsdb.com/Wee-Kim-Wee/
Singapore, Ong Teng Cheong, 1993-09-01,1999-08-31, President Ong Teng Cheong, http://www.worldpresidentsdb.com/Ong-Teng-Cheong/
Singapore, S R Nathan, 1999-09-01,2011-08-31, President S R Nathan, http://www.worldpresidentsdb.com/S-R-Nathan/
Singapore, Tony Tan, 2011-09-01,Acting, President Tony Tan, http://www.worldpresidentsdb.com/Tony-Tan/
Netherlands, Jan Peter Balkenende, 2002-07-22,2010-10-14, Prime Minister Jan Peter Balkenende, http://www.worldpresidentsdb.com/Jan-Peter-Balkenende/
Netherlands, Wim Kok, 1994-08-22,2002-07-22, Prime Minister Wim Kok, http://www.worldpresidentsdb.com/Wim-Kok/
Netherlands, Mark Rutte, 2010-10-14,Acting, Prime Minister Mark Rutte, http://www.worldpresidentsdb.com/Mark-Rutte/
Libya, Muammar Gaddafi, 1969-09-01,1977-03-02, Dictator Muammar Gaddafi, http://www.worldpresidentsdb.com/Muammar-Gaddafi/
Libya, Muammar Gaddafi, 1977-03-02,1979-03-02, Dictator Muammar Gaddafi, http://www.worldpresidentsdb.com/Muammar-Gaddafi/
Libya, Muammar Gaddafi, 1979-03-02,2011-08-23, Dictator Muammar Gaddafi, http://www.worldpresidentsdb.com/Muammar-Gaddafi/
Libya, Mohammed Magariaf, 2012-08-09,2013-05-28, President Mohammed Magariaf, http://www.worldpresidentsdb.com/Mohammed-Magariaf/
Libya, Mustafa Abdul Jalil, 2011-03-05,2012-08-08, President Mustafa Abdul Jalil, http://www.worldpresidentsdb.com/Mustafa-Abdul-Jalil/
Mexico, Felipe Calderon, 2006-12-01,2012-11-30, President Felipe Calderon, http://www.worldpresidentsdb.com/Felipe-Calderon/
Mexico, Miguel de la Madrid, 1982-12-01,1988-12-01, President Miguel de la Madrid, http://www.worldpresidentsdb.com/Miguel-de-la-Madrid/
Mexico, Vicente Fox, 2000-12-01,2006-12-01, President Vicente Fox, http://www.worldpresidentsdb.com/Vicente-Fox/
Mexico, Enrique Pena Nieto, 2012-12-01,Acting, President Enrique Pena Nieto, http://www.worldpresidentsdb.com/Enrique-Pena-Nieto/
Mexico, Carlos Salinas, 1988-12-01,1994-12-01, President Carlos Salinas, http://www.worldpresidentsdb.com/Carlos-Salinas/
Mexico, Ernesto Zedillo, 1994-12-01,2000-12-01, President Ernesto Zedillo, http://www.worldpresidentsdb.com/Ernesto-Zedillo/
Denmark, Anders Fogh Rasmussen, 2001-11-27,2009-04-05, Prime Minister Anders Fogh Rasmussen, http://www.worldpresidentsdb.com/Anders-Fogh-Rasmussen/
Denmark, Lars Lokke Rasmussen, 2009-04-05,2011-10-03, Prime Minister Lars Lokke Rasmussen, http://www.worldpresidentsdb.com/Lars-Lokke-Rasmussen/
Denmark, Helle Thorning Schmidt, 2011-10-03,2014-02-03, Prime Minister Helle Thorning Schmidt, http://www.worldpresidentsdb.com/Helle-Thorning-Schmidt/
Denmark, Helle Thorning Schmidt, 2014-02-03,Acting, Prime Minister Helle Thorning Schmidt, http://www.worldpresidentsdb.com/Helle-Thorning-Schmidt/
Turkey, Ismet Inonu, 1938-11-11,1950-05-22, President Ismet Inonu, http://www.worldpresidentsdb.com/Ismet-Inonu/
Turkey, Ahmet Necdet Sezer, 2000-05-16,2007-08-28, President Ahmet Necdet Sezer, http://www.worldpresidentsdb.com/Ahmet-Necdet-Sezer/
Turkey, Abdullah Gul, 2007-08-28,2014-08-28, President Abdullah Gul, http://www.worldpresidentsdb.com/Abdullah-Gul/
Turkey, Recep Tayyip Erdogan, 2014-08-28,Acting, President Recep Tayyip Erdogan, http://www.worldpresidentsdb.com/Recep-Tayyip-Erdogan/
Indonesia, Megawati Sukarnoputri, 2001-07-23,2004-10-20, President Megawati Sukarnoputri, http://www.worldpresidentsdb.com/Megawati-Sukarnoputri/
Indonesia, Joko Widodo, 2014-10-20,Acting, President Joko Widodo, http://www.worldpresidentsdb.com/Joko-Widodo/
Indonesia, Susilo Bambang Yudhoyono, 2004-10-20,2014-10-20, President Susilo Bambang Yudhoyono, http://www.worldpresidentsdb.com/Susilo-Bambang-Yudhoyono/
Israel, Moshe Katsav, 2000-08-01,2007-07-15, President Moshe Katsav, http://www.worldpresidentsdb.com/Moshe-Katsav/
Israel, Benjamin Netanyahu, 2009-03-31,2013-03-18, Prime Minister Benjamin Netanyahu, http://www.worldpresidentsdb.com/Benjamin-Netanyahu/
Israel, Benjamin Netanyahu, 2013-03-18,Acting, Prime Minister Benjamin Netanyahu, http://www.worldpresidentsdb.com/Benjamin-Netanyahu/
Israel, Ehud Olmert, 2006-01-04,2009-03-31, Prime Minister Ehud Olmert, https://es.wikipedia.org/wiki/Ehud_Olmert
North Korea, Kim Il sung, 1949-06-30,1994-07-08, Dictator Kim Il sung, http://www.worldpresidentsdb.com/Kim-Il-sung/
North Korea, Kim Jong un, 2012-04-11,Acting, Dictator Kim Jong un, http://www.worldpresidentsdb.com/Kim-Jong-un/
North Korea, Kim Jong il, 1993-04-09,2011-12-17, Dictator Kim Jong il, http://www.worldpresidentsdb.com/Kim-Jong-il/
Russian Federation, Lenin, 1917-11-08,1924-01-21, President Lenin, http://www.worldpresidentsdb.com/Lenin/
Russian Federation, Stalin, 1922-04-03,1953-03-05, General Secretary Stalin, http://www.worldpresidentsdb.com/Stalin/
Russian Federation, Boris Yeltsin, 1931-07-10,1999-12-31, President Boris Yeltsin, http://www.worldpresidentsdb.com/Boris-Yeltsin/
Russian Federation, Vladimir Putin, 1999-12-31,2000-05-07, President Vladimir Putin, http://www.worldpresidentsdb.com/Vladimir-Putin/
Russian Federation, Vladimir Putin, 2000-05-07,2008-05-07, President Vladimir Putin, http://www.worldpresidentsdb.com/Vladimir-Putin/
Russian Federation, Vladimir Putin, 2012-05-07,Acting, President Vladimir Putin, http://www.worldpresidentsdb.com/Vladimir-Putin/
Russian Federation, Dmitry Medvedev, 2008-05-07,Acting, President Dmitry Medvedev, http://www.worldpresidentsdb.com/Dmitry-Medvedev/
Sweden, Stefan Lofven, 2014-10-03,Acting, Prime Minister Stefan Lofven, http://www.worldpresidentsdb.com/Stefan-Lofven/
Sweden, Goran Persson, 1996-03-22,2006-10-06, Prime Minister Goran Persson, http://www.worldpresidentsdb.com/Goran-Persson/
Sweden, Fredrik Reinfeldt, 2006-10-06,2014-10-03, Prime Minister Fredrik Reinfeldt, http://www.worldpresidentsdb.com/Fredrik-Reinfeldt/
Vietnam, Tran Duc Luong, 1997-09-24,2006-06-26, President Tran Duc Luong, http://www.worldpresidentsdb.com/Tran-Duc-Luong/
Vietnam, Nguyen Minh Triet, 2006-06-27,2011-07-25, Dictator Nguyen Minh Triet, http://www.worldpresidentsdb.com/Nguyen-Minh-Triet/
Vietnam, Truong Tan Sang, 2011-07-25,Acting, President Truong Tan Sang, http://www.worldpresidentsdb.com/Truong-Tan-Sang/
Croatia, Franjo Tudman, 1990-05-30,1999-12-10, President Franjo Tudman, http://www.worldpresidentsdb.com/Franjo-Tudman/
Croatia, Stjepan Mesic, 2000-02-19,2010-02-19, President Stjepan Mesic, http://www.worldpresidentsdb.com/Stjepan-Mesic/
Croatia, Ivo Josipovic, 2010-02-19,Acting, President Ivo Josipovic, http://www.worldpresidentsdb.com/Ivo-Josipovic/
Finland, Martti Ahtisaari, 1994-03-01,2000-03-01, President Martti Ahtisaari, http://www.worldpresidentsdb.com/Martti-Ahtisaari/
Finland, Tarja Halonen, 2000-03-01,2012-03-01, President Tarja Halonen, http://www.worldpresidentsdb.com/Tarja-Halonen/
Finland, Sauli Niinisto, 2012-03-01,Acting, President Sauli Niinisto, http://www.worldpresidentsdb.com/Sauli-Niinisto/
Japan, Yoshiro Mori, 2000-04-05,2000-07-04, Prime Minister Yoshiro Mori, http://www.worldpresidentsdb.com/Yoshiro-Mori/
Japan, Yoshiro Mori, 2000-07-04,2001-04-26, Prime Minister Yoshiro Mori, http://www.worldpresidentsdb.com/Yoshiro-Mori/
